what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463959158
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463978454
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1596463981422
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1596463981568
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1596463989717
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463993679
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463993905
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463994217
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464011990
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464013856
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464028821
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464036971
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464038326
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1596464044823
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1596464045023
opened,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.SourceView",1596464051458
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.SourceView",1596464051471
opened,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavadocView",1596464052370
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavadocView",1596464052385
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1596464053261
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464078644
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464099344
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464105780
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464109927
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1596464109937
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAutomatically",1596464118701
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464128847
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464130430
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1596464130934
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464134291
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464135396
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464139697
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464141130
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1596464149520
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1596464157913
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464164113
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464168270
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1596464168280
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464172415
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464174913
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1596464176084
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464186431
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464203126
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1596464203143
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1596464212806
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464214358
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464216501
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1596464216510
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1596464218442
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1596464219279
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464223574
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464235912
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1596464240217
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464242841
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464244380
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1596464244580
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1596464247443
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464264131
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464264156
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464264207
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464281465
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464281482
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464281510
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1596464281519
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464299355
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464300839
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464301008
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1596464301300
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1596464301310
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1596464301310
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1596464301310
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1596464301310
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1596464301310
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1596464301310
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1596464301310
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1596464301310
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1596464301324
stopped,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1596464301355
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1596464301356
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.303.v201004290328,"org.eclipse.wst.xsd.ui",1596464301356
stopped,bundle,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui",1596464301356
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1596464301356
stopped,bundle,org.eclipse.wst.sse.ui,1.2.2.v201008232126,"org.eclipse.wst.sse.ui",1596464301356
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1596464301362
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1596464301363
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1596464301363
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1596464301363
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1596464301363
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1596464301363
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1596464301363
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1596464301363
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1596464301363
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.help.ui",1596464301363
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1596464301363
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1596464301364
stopped,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1596464301373
stopped,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1596464301379
stopped,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1596464301379
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1596464301379
stopped,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1596464301390
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.3.0.v20100608-0100-e3x,"org.eclipse.mylyn.wikitext.ui",1596464301390
stopped,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1596464301390
stopped,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1596464301390
stopped,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1596464301398
stopped,bundle,org.eclipse.wst.common.snippets,1.2.1.v201008251905,"org.eclipse.wst.common.snippets",1596464301398
stopped,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1596464301404
stopped,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1596464301404
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1596464510263
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1596464510264
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1596464510264
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1596464510265
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1596464510265
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1596464510265
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1596464510266
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1596464510266
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1596464510267
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1596464510267
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1596464510268
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1596464510268
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1596464510269
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1596464510269
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1596464510269
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1596464510270
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1596464510270
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1596464510271
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1596464510271
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1596464510272
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1596464510273
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1596464510273
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1596464510273
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1596464510274
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1596464510274
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1596464510275
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1596464510276
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1596464510278
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1596464510279
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1596464510279
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1596464510280
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1596464510281
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1596464510282
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1596464510283
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1596464510284
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1596464510284
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1596464510285
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1596464510285
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1596464510286
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1596464510286
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1596464510286
started,bundle,org.eclipse.jdt.core,3.6.1.v_A68_R36x,"org.eclipse.jdt.core",1596464510287
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1596464510287
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1596464510288
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1596464510288
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1596464510288
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1596464510289
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1596464510289
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1596464510290
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1596464510290
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1596464510290
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1596464510290
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1596464510291
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1596464510291
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1596464510291
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1596464510291
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1596464510292
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1596464510292
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1596464510293
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1596464510293
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1596464510294
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1596464510295
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1596464510296
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1596464510296
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1596464510296
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1596464510296
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1596464510297
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1596464510297
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1596464510297
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1596464510298
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1596464510298
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1596464510298
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1596464510299
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1596464510300
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1596464510300
os,sysinfo,,,"win32",1596464510301
arch,sysinfo,,,"x86_64",1596464510301
ws,sysinfo,,,"win32",1596464510301
locale,sysinfo,,,"en_US",1596464510301
processors,sysinfo,,,"8",1596464510301
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1596464510301
java.runtime.version,sysinfo,,,"1.8.0_241-b07",1596464510301
java.specification.name,sysinfo,,,"Java Platform API Specification",1596464510301
java.specification.vendor,sysinfo,,,"Oracle Corporation",1596464510301
java.specification.version,sysinfo,,,"1.8",1596464510301
java.vendor,sysinfo,,,"Oracle Corporation",1596464510301
java.version,sysinfo,,,"1.8.0_241",1596464510301
java.vm.info,sysinfo,,,"mixed mode",1596464510301
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1596464510301
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1596464510301
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1596464510301
java.vm.specification.version,sysinfo,,,"1.8",1596464510301
java.vm.vendor,sysinfo,,,"Oracle Corporation",1596464510301
java.vm.version,sysinfo,,,"25.241-b07",1596464510301
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1596464510623
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1596464514309
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464517025
error,log,,,"Unable to create editor ID org.eclipse.jdt.ui.CompilationUnitEditor: The file does not exist.",1596464518167
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1596464518174
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1596464518176
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1596464518180
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464518220
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1596464518226
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1596464518226
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464524990
started,bundle,org.eclipse.team.cvs.ssh2,3.2.300.I20100526-0800,"org.eclipse.team.cvs.ssh2",1596464531168
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1596464540149
no handler,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1596464542000
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1596464550099
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1596464589118
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464601669
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1596464601678
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1596464604118
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1596464607611
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1596464607611
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464611226
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464661283
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1596464661290
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464664624
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464667841
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464672922
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464724361
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464729290
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464735331
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464739777
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464770937
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464774108
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464781343
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464787007
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1596464797133
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1596464797159
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1596464797187
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464797242
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1596464797249
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464803900
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464806088
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1596464806096
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464809411
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464811251
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1596464811260
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464815653
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1596464824912
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464834052
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464838688
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1596464847023
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1596464899696
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464899951
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1596464900050
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1596464900102
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596464901768
